stamp,rr_tire_temp_04,rr_tire_temp_03,rr_tire_temp_02,rr_tire_temp_01
"builtin_interfaces.msg.Time(sec=1751477628, nanosec=748930967)",57.5,54.400000000000006,43.900000000000006,39.599999999999994
"builtin_interfaces.msg.Time(sec=1751477628, nanosec=748930967)",57.5,54.400000000000006,43.900000000000006,39.599999999999994
"builtin_interfaces.msg.Time(sec=1751477629, nanosec=748876515)",57.5,54.400000000000006,43.900000000000006,39.599999999999994
"builtin_interfaces.msg.Time(sec=1751477629, nanosec=748876515)",57.5,54.400000000000006,43.900000000000006,39.599999999999994
"builtin_interfaces.msg.Time(sec=1751477629, nanosec=748876515)",57.5,54.400000000000006,43.900000000000006,39.599999999999994
"builtin_interfaces.msg.Time(sec=1751477629, nanosec=748876515)",57.5,54.400000000000006,43.900000000000006,39.599999999999994
"builtin_interfaces.msg.Time(sec=1751477629, nanosec=748876515)",57.5,54.400000000000006,43.900000000000006,39.599999999999994
"builtin_interfaces.msg.Time(sec=1751477630, nanosec=750391741)",57.30000000000001,55.400000000000006,45.20000000000002,38.80000000000001
"builtin_interfaces.msg.Time(sec=1751477630, nanosec=750391741)",57.30000000000001,55.400000000000006,45.20000000000002,38.80000000000001
"builtin_interfaces.msg.Time(sec=1751477630, nanosec=750391741)",57.30000000000001,55.400000000000006,45.20000000000002,38.80000000000001
"builtin_interfaces.msg.Time(sec=1751477630, nanosec=750391741)",57.30000000000001,55.400000000000006,45.20000000000002,38.80000000000001
"builtin_interfaces.msg.Time(sec=1751477630, nanosec=750391741)",57.30000000000001,55.400000000000006,45.20000000000002,38.80000000000001
"builtin_interfaces.msg.Time(sec=1751477631, nanosec=748870587)",57.30000000000001,55.400000000000006,45.20000000000002,38.80000000000001
"builtin_interfaces.msg.Time(sec=1751477631, nanosec=748870587)",57.30000000000001,55.400000000000006,45.20000000000002,38.80000000000001
"builtin_interfaces.msg.Time(sec=1751477631, nanosec=748870587)",57.30000000000001,55.400000000000006,45.20000000000002,38.80000000000001
"builtin_interfaces.msg.Time(sec=1751477631, nanosec=748870587)",57.30000000000001,55.400000000000006,45.20000000000002,38.80000000000001
"builtin_interfaces.msg.Time(sec=1751477631, nanosec=748870587)",57.30000000000001,55.400000000000006,45.20000000000002,38.80000000000001
"builtin_interfaces.msg.Time(sec=1751477632, nanosec=748864861)",56.70000000000002,53.20000000000002,43.5,36.20000000000002
"builtin_interfaces.msg.Time(sec=1751477632, nanosec=748864861)",56.70000000000002,53.20000000000002,43.5,36.20000000000002
"builtin_interfaces.msg.Time(sec=1751477632, nanosec=748864861)",56.70000000000002,53.20000000000002,43.5,36.20000000000002
"builtin_interfaces.msg.Time(sec=1751477632, nanosec=748864861)",56.70000000000002,53.20000000000002,43.5,36.20000000000002
"builtin_interfaces.msg.Time(sec=1751477632, nanosec=748864861)",56.70000000000002,53.20000000000002,43.5,36.20000000000002
"builtin_interfaces.msg.Time(sec=1751477633, nanosec=749794496)",56.20000000000002,54.10000000000002,43.900000000000006,37.70000000000002
"builtin_interfaces.msg.Time(sec=1751477633, nanosec=749794496)",56.20000000000002,54.10000000000002,43.900000000000006,37.70000000000002
"builtin_interfaces.msg.Time(sec=1751477633, nanosec=749794496)",56.20000000000002,54.10000000000002,43.900000000000006,37.70000000000002
"builtin_interfaces.msg.Time(sec=1751477633, nanosec=749794496)",56.20000000000002,54.10000000000002,43.900000000000006,37.70000000000002
"builtin_interfaces.msg.Time(sec=1751477634, nanosec=749793041)",56.80000000000001,54.20000000000002,44.5,37.900000000000006
"builtin_interfaces.msg.Time(sec=1751477634, nanosec=749793041)",56.80000000000001,54.20000000000002,44.5,37.900000000000006
"builtin_interfaces.msg.Time(sec=1751477634, nanosec=749793041)",56.80000000000001,54.20000000000002,44.5,37.900000000000006
"builtin_interfaces.msg.Time(sec=1751477634, nanosec=749793041)",56.80000000000001,54.20000000000002,44.5,37.900000000000006
"builtin_interfaces.msg.Time(sec=1751477634, nanosec=749793041)",56.80000000000001,54.20000000000002,44.5,37.900000000000006
"builtin_interfaces.msg.Time(sec=1751477634, nanosec=749793041)",56.80000000000001,54.20000000000002,44.5,37.900000000000006
"builtin_interfaces.msg.Time(sec=1751477635, nanosec=753654774)",56.80000000000001,54.20000000000002,44.5,37.900000000000006
"builtin_interfaces.msg.Time(sec=1751477635, nanosec=753654774)",56.80000000000001,54.20000000000002,44.5,37.900000000000006
"builtin_interfaces.msg.Time(sec=1751477635, nanosec=753654774)",56.80000000000001,54.20000000000002,44.5,37.900000000000006
"builtin_interfaces.msg.Time(sec=1751477635, nanosec=753654774)",56.80000000000001,54.20000000000002,44.5,37.900000000000006
"builtin_interfaces.msg.Time(sec=1751477636, nanosec=749891392)",56.60000000000002,54.80000000000001,44.099999999999994,39.80000000000001
"builtin_interfaces.msg.Time(sec=1751477636, nanosec=749891392)",56.60000000000002,54.80000000000001,44.099999999999994,39.80000000000001
"builtin_interfaces.msg.Time(sec=1751477636, nanosec=749891392)",56.60000000000002,54.80000000000001,44.099999999999994,39.80000000000001
"builtin_interfaces.msg.Time(sec=1751477636, nanosec=749891392)",56.60000000000002,54.80000000000001,44.099999999999994,39.80000000000001
"builtin_interfaces.msg.Time(sec=1751477636, nanosec=749891392)",56.60000000000002,54.80000000000001,44.099999999999994,39.80000000000001
"builtin_interfaces.msg.Time(sec=1751477637, nanosec=749803660)",55.70000000000002,53.20000000000002,43.20000000000002,38.599999999999994
"builtin_interfaces.msg.Time(sec=1751477637, nanosec=749803660)",55.70000000000002,53.20000000000002,43.20000000000002,38.599999999999994
"builtin_interfaces.msg.Time(sec=1751477637, nanosec=749803660)",55.70000000000002,53.20000000000002,43.20000000000002,38.599999999999994
"builtin_interfaces.msg.Time(sec=1751477637, nanosec=749803660)",55.70000000000002,53.20000000000002,43.20000000000002,38.599999999999994
"builtin_interfaces.msg.Time(sec=1751477637, nanosec=749803660)",55.70000000000002,53.20000000000002,43.20000000000002,38.599999999999994
"builtin_interfaces.msg.Time(sec=1751477637, nanosec=749803660)",55.70000000000002,53.20000000000002,43.20000000000002,38.599999999999994
"builtin_interfaces.msg.Time(sec=1751477638, nanosec=752262932)",56.20000000000002,54.400000000000006,43.5,39.099999999999994
"builtin_interfaces.msg.Time(sec=1751477638, nanosec=752262932)",56.20000000000002,54.400000000000006,43.5,39.099999999999994
"builtin_interfaces.msg.Time(sec=1751477638, nanosec=752262932)",56.20000000000002,54.400000000000006,43.5,39.099999999999994
"builtin_interfaces.msg.Time(sec=1751477638, nanosec=752262932)",56.20000000000002,54.400000000000006,43.5,39.099999999999994
"builtin_interfaces.msg.Time(sec=1751477638, nanosec=752262932)",56.20000000000002,54.400000000000006,43.5,39.099999999999994
"builtin_interfaces.msg.Time(sec=1751477639, nanosec=754831354)",56.20000000000002,54.400000000000006,43.5,39.099999999999994
"builtin_interfaces.msg.Time(sec=1751477639, nanosec=754831354)",56.20000000000002,54.400000000000006,43.5,39.099999999999994
"builtin_interfaces.msg.Time(sec=1751477639, nanosec=754831354)",56.20000000000002,54.400000000000006,43.5,39.099999999999994
"builtin_interfaces.msg.Time(sec=1751477639, nanosec=754831354)",56.20000000000002,54.400000000000006,43.5,39.099999999999994
"builtin_interfaces.msg.Time(sec=1751477640, nanosec=749859369)",56.70000000000002,54.60000000000002,45.70000000000002,39.5
"builtin_interfaces.msg.Time(sec=1751477640, nanosec=749859369)",56.70000000000002,54.60000000000002,45.70000000000002,39.5
"builtin_interfaces.msg.Time(sec=1751477640, nanosec=749859369)",56.70000000000002,54.60000000000002,45.70000000000002,39.5
"builtin_interfaces.msg.Time(sec=1751477640, nanosec=749859369)",56.70000000000002,54.60000000000002,45.70000000000002,39.5
"builtin_interfaces.msg.Time(sec=1751477640, nanosec=749859369)",56.70000000000002,54.60000000000002,45.70000000000002,39.5
"builtin_interfaces.msg.Time(sec=1751477641, nanosec=750508712)",55.400000000000006,54.10000000000002,43.900000000000006,38.20000000000002
"builtin_interfaces.msg.Time(sec=1751477641, nanosec=750508712)",55.400000000000006,54.10000000000002,43.900000000000006,38.20000000000002
"builtin_interfaces.msg.Time(sec=1751477641, nanosec=750508712)",55.400000000000006,54.10000000000002,43.900000000000006,38.20000000000002
"builtin_interfaces.msg.Time(sec=1751477641, nanosec=750508712)",55.400000000000006,54.10000000000002,43.900000000000006,38.20000000000002
"builtin_interfaces.msg.Time(sec=1751477641, nanosec=750508712)",55.400000000000006,54.10000000000002,43.900000000000006,38.20000000000002
"builtin_interfaces.msg.Time(sec=1751477642, nanosec=750407466)",53.900000000000006,52.900000000000006,42.30000000000001,36.599999999999994
"builtin_interfaces.msg.Time(sec=1751477642, nanosec=750407466)",53.900000000000006,52.900000000000006,42.30000000000001,36.599999999999994
"builtin_interfaces.msg.Time(sec=1751477642, nanosec=750407466)",53.900000000000006,52.900000000000006,42.30000000000001,36.599999999999994
"builtin_interfaces.msg.Time(sec=1751477642, nanosec=750407466)",53.900000000000006,52.900000000000006,42.30000000000001,36.599999999999994
"builtin_interfaces.msg.Time(sec=1751477642, nanosec=750407466)",53.900000000000006,52.900000000000006,42.30000000000001,36.599999999999994
"builtin_interfaces.msg.Time(sec=1751477643, nanosec=749893409)",54.70000000000002,52.30000000000001,42.70000000000002,37.5
