stamp,message_name,message_id,message_type,sequence_number,time_status,gps_week_number,gps_week_milliseconds,receiver_status,idle_time,sol_status,vel_type,latency,diff_age,hor_speed,trk_gnd,ver_speed
"builtin_interfaces.msg.Time(sec=1751477602, nanosec=233823396)",BESTVEL,1430,0,0,180,2373,322420200,33554432,53,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.2000000476837158,0.01859402277993343,243.63695728489375,-0.04626560473341859
"builtin_interfaces.msg.Time(sec=1751477602, nanosec=281516954)",BESTVEL,1430,0,0,180,2373,322420250,33554432,53,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.25,0.02160253644115303,169.51628902185413,0.09118047570609253
"builtin_interfaces.msg.Time(sec=1751477602, nanosec=331121322)",BESTVEL,1430,0,0,180,2373,322420300,33554432,53,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.2999999523162842,0.03242034062179823,221.7809193661448,0.04235971924827078
"builtin_interfaces.msg.Time(sec=1751477602, nanosec=381330124)",BESTVEL,1430,0,0,180,2373,322420350,33554432,53,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.350000023841858,0.006542262101817747,58.01224862938741,-0.04486507392099209
"builtin_interfaces.msg.Time(sec=1751477602, nanosec=439842116)",BESTVEL,1430,0,0,180,2373,322420400,33554432,53,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.399999976158142,0.005291927438512336,231.9250926349092,-0.040091497632271954
"builtin_interfaces.msg.Time(sec=1751477602, nanosec=481609876)",BESTVEL,1430,0,0,180,2373,322420450,33554432,53,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.4500000476837158,0.020466338244015943,269.9769405047954,0.06791027610397747
"builtin_interfaces.msg.Time(sec=1751477602, nanosec=536275554)",BESTVEL,1430,0,0,180,2373,322420500,33554432,53,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.5,0.04385402439761347,212.8545711850878,0.03132067362528552
"builtin_interfaces.msg.Time(sec=1751477602, nanosec=582401835)",BESTVEL,1430,0,0,180,2373,322420550,33554432,53,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.550000011920929,0.013782083764533834,218.776587595101,-0.034085380254980494
"builtin_interfaces.msg.Time(sec=1751477602, nanosec=633139085)",BESTVEL,1430,0,0,180,2373,322420600,33554432,53,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.6000000238418579,0.06835562067954876,25.488539367127267,-0.014317318346814684
"builtin_interfaces.msg.Time(sec=1751477602, nanosec=681333413)",BESTVEL,1430,0,0,180,2373,322420650,33554432,53,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.6499999761581421,0.06067006663759466,208.17575473372574,0.002332651940142521
"builtin_interfaces.msg.Time(sec=1751477602, nanosec=731083282)",BESTVEL,1430,0,0,180,2373,322420700,33554432,53,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.699999988079071,0.031137893506305962,30.64144551202144,0.009355565834053295
"builtin_interfaces.msg.Time(sec=1751477602, nanosec=781123172)",BESTVEL,1430,0,0,180,2373,322420750,33554432,53,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.75,0.009969948404893772,232.76019035246173,0.046728262220366024
"builtin_interfaces.msg.Time(sec=1751477602, nanosec=832965510)",BESTVEL,1430,0,0,180,2373,322420800,33554432,53,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.800000011920929,0.05688860595919188,133.82662707394994,-0.16061187303053392
"builtin_interfaces.msg.Time(sec=1751477602, nanosec=881579793)",BESTVEL,1430,0,0,180,2373,322420850,33554432,53,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.8500000238418579,0.05556243629362944,355.63605596832446,0.03732163844842618
"builtin_interfaces.msg.Time(sec=1751477602, nanosec=931124039)",BESTVEL,1430,0,0,180,2373,322420900,33554432,53,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.8999999761581421,0.012450121846701842,252.63226110052966,0.05822209284626751
"builtin_interfaces.msg.Time(sec=1751477602, nanosec=981425221)",BESTVEL,1430,0,0,180,2373,322420950,33554432,53,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.949999988079071,0.019938103325544587,302.43900283273166,-0.013720091454904434
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=63123848)",BESTVEL,1430,0,0,180,2373,322421000,33554432,53,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.0,0.06574278664597216,221.79075788359987,-0.031736672613167594
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=81923793)",BESTVEL,1430,0,0,180,2373,322421050,33554432,53,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.0499999523162842,0.16891650313930595,213.95579068263032,0.017419799759396414
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=132784820)",BESTVEL,1430,0,0,180,2373,322421100,33554432,53,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.100000023841858,0.1996580517709591,227.55735524488915,-0.04922938290919152
